model_id,gene,isoform
240619,DN12482_c0_g1,1
240620,DN12458_c0_g1,1
240621,DN12473_c0_g1,1
240622,DN12479_c0_g1,1
240623,DN12457_c0_g1,1
240624,DN12400_c0_g1,1
240625,DN12475_c0_g1,1
240626,DN12441_c0_g1,1
240627,DN12477_c0_g1,1
240628,DN12430_c0_g1,1
240629,DN12428_c0_g1,1
240630,DN12426_c0_g1,1
240631,DN12478_c0_g1,1
240632,DN12486_c0_g1,1
240633,DN12471_c0_g1,1
240634,DN12456_c0_g1,1
240635,DN12442_c0_g1,1
240636,DN12404_c0_g1,1
240637,DN12438_c0_g1,1
240638,DN12447_c0_g1,1
240639,DN12454_c0_g1,1
240640,DN12414_c0_g1,1
240641,DN12499_c0_g1,1
240642,DN12408_c0_g1,1
240643,DN12450_c0_g1,1
240644,DN12487_c0_g1,1
240645,DN12485_c0_g1,1
240646,DN12451_c0_g1,1
240647,DN12429_c0_g1,1
240648,DN12402_c0_g1,1
240649,DN12439_c0_g1,1
240650,DN12434_c0_g1,1
240651,DN12491_c0_g1,1
240652,DN12459_c0_g1,1
240653,DN12466_c0_g1,1
240654,DN12452_c0_g1,1
240655,DN12453_c0_g1,1
240656,DN12431_c0_g1,1
240657,DN12489_c0_g1,1
240658,DN12474_c0_g1,1
240659,DN12437_c0_g1,1
240660,DN12448_c0_g1,1
240661,DN12445_c0_g1,1
240662,DN12401_c0_g1,1
240663,DN12436_c0_g1,1
240664,DN12460_c0_g1,1
240665,DN12411_c0_g1,1
240666,DN12493_c0_g1,1
240667,DN12493_c0_g1,2
240668,DN12490_c0_g1,1
240669,DN12476_c0_g1,1
240670,DN12461_c0_g1,1
240671,DN12492_c0_g1,1
240672,DN12467_c0_g1,1
240673,DN12419_c0_g1,1
240674,DN12424_c0_g1,1
240675,DN12462_c0_g1,1
240676,DN12495_c0_g1,1
240677,DN12468_c0_g1,1
240678,DN12444_c0_g1,1
240679,DN12415_c0_g1,1
240680,DN12416_c0_g1,1
240681,DN12405_c0_g1,1
240682,DN12435_c0_g1,1
240683,DN12469_c0_g1,1
240684,DN12480_c0_g1,1
240685,DN12409_c0_g1,1
240686,DN12488_c0_g1,1
240687,DN12413_c0_g1,1
240688,DN12497_c0_g1,1
240689,DN12407_c0_g1,1
240690,DN12433_c0_g1,1
240691,DN12494_c0_g1,1
240692,DN12470_c0_g1,1
240693,DN12410_c0_g1,1
240694,DN12432_c0_g1,1
240695,DN12446_c0_g1,1
240696,DN4725_c0_g1,1
240697,DN4709_c0_g1,1
240698,DN4706_c0_g1,1
240699,DN4722_c0_g1,1
240700,DN4722_c0_g2,1
240701,DN4791_c0_g1,1
240702,DN4746_c0_g1,1
240703,DN4746_c0_g2,1
240704,DN4703_c0_g1,1
240705,DN4760_c0_g1,1
240706,DN4773_c0_g1,1
240707,DN4718_c0_g1,1
240708,DN4726_c0_g1,1
240709,DN4726_c0_g1,2
240710,DN4727_c0_g1,1
240711,DN4724_c0_g1,1
240712,DN4766_c0_g1,1
240713,DN4776_c0_g1,1
240714,DN4764_c0_g1,1
240715,DN4785_c0_g1,1
240716,DN4788_c0_g1,1
240717,DN4759_c0_g1,1
240718,DN4743_c0_g1,1
240719,DN4789_c0_g1,1
240720,DN4761_c0_g1,1
240721,DN4794_c0_g1,1
240722,DN4799_c0_g1,1
240723,DN4786_c0_g1,1
240724,DN4787_c0_g1,1
240725,DN4787_c0_g2,1
240726,DN4720_c0_g1,1
240727,DN4720_c0_g1,2
240728,REASSIGN.589,1
240729,REASSIGN.589,1
240730,DN4755_c0_g1,1
240731,DN4780_c0_g1,1
240732,DN4734_c0_g1,1
240733,DN4765_c0_g1,1
240734,DN4714_c0_g1,1
240735,DN4768_c0_g1,1
240736,DN4730_c0_g1,1
240737,DN4730_c0_g1,2
240738,DN4798_c0_g1,1
240739,DN4798_c0_g1,2
240740,DN4782_c0_g1,1
240741,DN4769_c0_g1,1
240742,DN4769_c0_g1,2
240743,DN4723_c0_g1,1
240744,DN4723_c0_g1,2
240745,DN4735_c0_g1,1
240746,DN4735_c0_g2,1
240747,DN4728_c0_g1,1
240748,DN4754_c0_g1,1
240749,DN4754_c0_g1,2
240750,DN4739_c0_g1,1
240751,DN4739_c0_g2,1
240752,DN4742_c0_g1,1
240753,DN4744_c0_g1,1
240754,DN4719_c0_g1,1
240755,DN4757_c0_g1,1
240756,DN4777_c0_g1,1
240757,DN4770_c0_g1,1
240758,DN4770_c0_g2,1
240759,DN4716_c0_g1,1
240760,DN4745_c0_g1,1
240761,DN4711_c0_g1,1
240762,DN4704_c0_g1,1
240763,DN4733_c0_g1,1
240764,DN4790_c0_g1,1
240765,DN4736_c0_g1,1
240766,DN4732_c0_g1,1
240767,DN4756_c0_g1,1
240768,DN4738_c0_g1,1
240769,DN4738_c0_g1,2
240770,DN4797_c0_g1,1
240771,DN4752_c0_g1,1
240772,DN4752_c0_g2,1
240773,DN4784_c0_g1,1
240774,REASSIGN.847,1
240775,REASSIGN.847,2
240776,DN4712_c0_g1,1
240777,DN4741_c0_g1,1
240778,DN4731_c0_g1,1
240779,DN4771_c0_g1,1
240780,DN4771_c0_g1,2
240781,DN4740_c0_g1,1
240782,DN4740_c0_g1,2
240783,DN4783_c0_g1,1
240784,DN4710_c0_g1,1
240785,DN4753_c0_g1,1
240786,DN4767_c0_g1,1
240787,DN4750_c0_g1,1
240788,DN19766_c0_g1,1
240789,DN19703_c0_g1,1
240790,DN19760_c0_g1,1
240791,DN19793_c0_g1,1
240792,DN19706_c0_g1,1
240793,DN19768_c0_g1,1
240794,DN19752_c0_g1,1
240795,DN19732_c0_g1,1
240796,DN19761_c0_g1,1
240797,DN19729_c0_g1,1
240798,DN19778_c0_g1,1
240799,DN19718_c0_g1,1
240800,DN19741_c0_g1,1
240801,DN19756_c0_g1,1
240802,DN19728_c0_g1,1
240803,DN19742_c0_g1,1
240804,DN19788_c0_g1,1
240805,DN19796_c0_g1,1
240806,DN19773_c0_g1,1
240807,DN19740_c0_g1,1
240808,DN19795_c0_g1,1
240809,DN19799_c0_g1,1
240810,DN19767_c0_g1,1
240811,DN19711_c0_g1,1
240812,DN19748_c0_g1,1
240813,DN19744_c0_g1,1
240814,DN19759_c0_g1,1
240815,DN19707_c0_g1,1
240816,DN19737_c0_g1,1
240817,DN19719_c0_g1,1
240818,DN19730_c0_g1,1
240819,DN19779_c0_g1,1
240820,DN19772_c0_g1,1
240821,DN19789_c0_g1,1
240822,DN19722_c0_g1,1
240823,DN19739_c0_g1,1
240824,DN19784_c0_g1,1
240825,DN19712_c0_g1,1
240826,DN19775_c0_g1,1
240827,DN19709_c0_g1,1
240828,DN19749_c0_g1,1
240829,DN19738_c0_g1,1
240830,DN19708_c0_g1,1
240831,DN19733_c0_g1,1
240832,DN19746_c0_g1,1
240833,DN19734_c0_g1,1
240834,DN19745_c0_g1,1
240835,DN19790_c0_g1,1
240836,DN19753_c0_g1,1
240837,DN19713_c0_g1,1
240838,DN19791_c0_g1,1
240839,DN19750_c0_g1,1
240840,DN19774_c0_g1,1
240841,DN19735_c0_g1,1
240842,DN19780_c0_g1,1
240843,DN19758_c0_g1,1
240844,DN19757_c0_g1,1
240845,DN19776_c0_g1,1
240846,DN19720_c0_g1,1
240847,DN19782_c0_g1,1
240848,DN19701_c0_g1,1
240849,DN19726_c0_g1,1
240850,DN19794_c0_g1,1
240851,DN19723_c0_g1,1
240852,DN19700_c0_g1,1
240853,DN19710_c0_g1,1
240854,DN19764_c0_g1,1
240855,DN19715_c0_g1,1
240856,DN19714_c0_g1,1
240857,DN19770_c0_g1,1
240858,DN19769_c0_g1,1
240859,DN19736_c0_g1,1
240860,DN19724_c0_g1,1
240861,DN19787_c0_g1,1
240862,DN19781_c0_g1,1
240863,DN19704_c0_g1,1
240864,DN19792_c0_g1,1
240865,DN19777_c0_g1,1
240866,DN19727_c0_g1,1
240867,DN19785_c0_g1,1
240868,DN19754_c0_g1,1
240869,DN19702_c0_g1,1
240870,DN19765_c0_g1,1
240871,DN19755_c0_g1,1
240872,DN19725_c0_g1,1
240873,DN19762_c0_g1,1
240874,DN19751_c0_g1,1
240875,DN19716_c0_g1,1
240876,DN19721_c0_g1,1
240877,DN19786_c0_g1,1
240878,DN19731_c0_g1,1
240879,DN19771_c0_g1,1
240880,DN19797_c0_g1,1
240881,DN19783_c0_g1,1
240882,DN19705_c0_g1,1
240883,DN19717_c0_g1,1
240884,DN19763_c0_g1,1
240885,DN19743_c0_g1,1
240886,DN19747_c0_g1,1
240887,DN19798_c0_g1,1
240888,DN59_c0_g1,1
240889,DN9_c0_g1,1
240890,DN65_c0_g1,1
240891,DN71_c0_g1,1
240892,DN71_c0_g2,1
240893,DN25_c0_g1,1
240894,DN44_c0_g1,1
240895,DN44_c1_g1,1
240896,DN16_c0_g1,1
240897,DN14_c0_g1,1
240898,DN14_c0_g1,2
240899,DN32_c0_g1,1
240900,DN66_c0_g1,1
240901,DN89_c0_g1,1
240902,DN89_c0_g1,2
240903,DN49_c0_g1,1
240904,DN56_c0_g1,1
240905,DN27_c0_g1,1
240906,DN77_c0_g1,1
240907,DN58_c0_g1,1
240908,DN37_c0_g1,1
240909,DN11_c0_g1,1
240910,DN85_c0_g1,1
240911,DN41_c0_g1,1
240912,DN41_c0_g2,1
240913,DN30_c0_g1,1
240914,DN62_c0_g1,1
240915,DN82_c0_g1,1
240916,DN88_c0_g1,1
240917,DN88_c0_g2,1
240918,DN10_c0_g1,1
240919,DN35_c0_g1,1
240920,DN17_c0_g1,1
240921,DN17_c0_g2,1
240922,DN68_c0_g1,1
240923,DN61_c0_g1,1
240924,DN61_c0_g2,1
240925,DN61_c0_g1,2
240926,DN42_c0_g1,1
240927,DN20_c0_g1,1
240928,DN20_c0_g1,2
240929,DN67_c0_g1,1
240930,DN45_c0_g1,1
240931,DN31_c0_g1,1
240932,DN21_c0_g1,1
240933,REASSIGN.255,1
240934,REASSIGN.255,2
240935,DN69_c0_g1,1
240936,DN69_c0_g2,1
240937,DN96_c0_g1,1
240938,DN79_c0_g1,1
240939,DN64_c0_g1,1
240940,REASSIGN.611,1
240941,DN23_c0_g1,1
240942,DN84_c0_g1,1
240943,DN84_c0_g1,2
240944,DN73_c0_g1,1
240945,DN73_c0_g2,1
240946,DN70_c0_g1,1
240947,DN70_c0_g1,2
240948,DN86_c0_g1,1
240949,DN97_c0_g1,1
240950,DN97_c0_g1,2
240951,DN46_c0_g1,1
240952,DN28_c0_g1,1
240953,DN28_c0_g1,2
240954,DN28_c0_g1,3
240955,DN43_c0_g1,1
240956,DN43_c0_g1,2
240957,DN53_c0_g1,1
240958,DN63_c0_g1,1
240959,DN36_c0_g1,1
240960,DN36_c0_g1,2
240961,DN80_c0_g1,1
240962,DN87_c0_g1,1
240963,DN22_c0_g1,1
240964,DN94_c0_g1,1
240965,DN74_c0_g1,1
240966,DN15_c0_g1,1
240967,DN15_c0_g1,2
240968,DN19_c0_g1,1
240969,DN72_c0_g1,1
240970,DN55_c0_g1,1
240971,DN18_c0_g1,1
240972,DN51_c0_g1,1
240973,DN90_c0_g1,1
240974,DN91_c0_g1,1
240975,DN40_c0_g1,1
240976,DN50_c0_g1,1
240977,DN39_c0_g1,1
240978,DN95_c0_g1,1
240979,DN95_c0_g1,2
240980,DN78_c0_g1,1
240981,DN33_c0_g1,1
240982,DN33_c0_g1,2
240983,DN33_c0_g1,3
240984,DN54_c0_g1,1
240985,DN81_c0_g1,1
240986,DN75_c0_g1,1
240987,DN99_c0_g1,1
240988,DN20619_c0_g1,1
240989,DN20687_c0_g1,1
240990,DN20685_c0_g1,1
240991,DN20671_c0_g1,1
240992,DN20654_c0_g1,1
240993,DN20600_c0_g1,1
240994,DN20694_c0_g1,1
240995,DN20684_c0_g1,1
240996,DN20623_c0_g1,1
240997,DN20651_c0_g1,1
240998,DN20628_c0_g1,1
240999,DN20650_c0_g1,1
241000,DN20626_c0_g1,1
241001,DN20642_c0_g1,1
241002,DN20681_c0_g1,1
241003,DN20666_c0_g1,1
241004,DN20621_c0_g1,1
241005,DN20659_c0_g1,1
241006,DN20658_c0_g1,1
241007,DN20699_c0_g1,1
241008,DN20602_c0_g1,1
241009,DN20689_c0_g1,1
241010,DN20678_c0_g1,1
241011,DN20645_c0_g1,1
241012,DN20693_c0_g1,1
241013,DN20641_c0_g1,1
241014,DN20668_c0_g1,1
241015,DN20674_c0_g1,1
241016,DN20624_c0_g1,1
241017,DN20661_c0_g1,1
241018,DN20698_c0_g1,1
241019,DN20629_c0_g1,1
241020,DN20657_c0_g1,1
241021,DN20630_c0_g1,1
241022,DN20607_c0_g1,1
241023,DN20643_c0_g1,1
241024,DN20613_c0_g1,1
241025,DN20615_c0_g1,1
241026,DN20635_c0_g1,1
241027,DN20683_c0_g1,1
241028,DN20636_c0_g1,1
241029,DN20603_c0_g1,1
241030,DN20632_c0_g1,1
241031,DN20638_c0_g1,1
241032,DN20606_c0_g1,1
241033,DN20652_c0_g1,1
241034,DN20669_c0_g1,1
241035,DN20679_c0_g1,1
241036,DN20618_c0_g1,1
241037,DN20691_c0_g1,1
241038,DN20620_c0_g1,1
241039,DN20622_c0_g1,1
241040,DN20611_c0_g1,1
241041,DN20655_c0_g1,1
241042,DN20686_c0_g1,1
241043,DN20672_c0_g1,1
241044,DN20667_c0_g1,1
241045,DN20639_c0_g1,1
241046,DN20617_c0_g1,1
241047,DN20625_c0_g1,1
241048,DN20649_c0_g1,1
241049,DN20601_c0_g1,1
241050,DN20663_c0_g1,1
241051,DN20660_c0_g1,1
241052,DN20634_c0_g1,1
241053,DN20696_c0_g1,1
241054,DN20676_c0_g1,1
241055,DN20614_c0_g1,1
241056,DN20646_c0_g1,1
241057,DN20637_c0_g1,1
241058,DN20673_c0_g1,1
241059,DN20695_c0_g1,1
241060,DN20675_c0_g1,1
241061,DN20692_c0_g1,1
241062,DN20677_c0_g1,1
241063,DN20653_c0_g1,1
241064,DN20627_c0_g1,1
241065,DN20648_c0_g1,1
241066,DN20640_c0_g1,1
241067,DN20609_c0_g1,1
241068,DN20608_c0_g1,1
241069,DN20610_c0_g1,1
241070,DN20616_c0_g1,1
241071,DN20631_c0_g1,1
241072,DN20633_c0_g1,1
241073,DN20665_c0_g1,1
241074,DN20656_c0_g1,1
241075,DN20682_c0_g1,1
241076,DN20688_c0_g1,1
241077,DN20690_c0_g1,1
241078,REASSIGN.381,1
241079,DN20670_c0_g1,1
241080,DN20612_c0_g1,1
241081,DN20680_c0_g1,1
241082,DN20647_c0_g1,1
241083,DN20664_c0_g1,1
241084,DN20697_c0_g1,1
241085,DN3888_c0_g1,1
241086,DN3864_c0_g1,1
241087,DN3847_c0_g1,1
241088,DN3840_c0_g1,1
241089,DN3801_c0_g1,1
241090,DN3891_c0_g1,1
241091,DN3890_c0_g1,1
241092,DN3818_c0_g1,1
241093,DN3818_c0_g1,2
241094,DN3870_c0_g1,1
241095,DN3835_c0_g1,1
241096,DN3808_c0_g1,1
241097,DN3826_c0_g1,1
241098,DN3806_c0_g1,1
241099,DN3869_c0_g1,1
241100,DN3889_c0_g1,1
241101,DN3889_c0_g2,1
241102,DN3813_c0_g1,1
241103,DN3857_c0_g1,1
241104,DN3825_c0_g1,1
241105,DN3825_c0_g1,2
241106,DN3845_c0_g1,1
241107,DN3850_c0_g1,1
241108,DN3833_c0_g1,1
241109,DN3833_c0_g2,1
241110,DN3815_c0_g1,1
241111,DN3800_c0_g1,1
241112,DN3865_c0_g1,1
241113,DN3884_c0_g1,1
241114,DN3822_c0_g1,1
241115,DN3851_c0_g1,1
241116,DN3851_c0_g1,2
241117,DN3834_c0_g1,1
241118,DN3848_c0_g1,1
241119,DN3871_c0_g1,1
241120,DN3810_c0_g1,1
241121,DN3819_c0_g1,1
241122,DN3899_c0_g1,1
241123,DN3896_c0_g1,1
241124,DN3846_c0_g1,1
241125,DN3846_c0_g1,2
241126,DN3823_c0_g1,1
241127,DN3876_c0_g1,1
241128,DN3861_c0_g1,1
241129,DN3895_c0_g1,1
241130,DN3881_c0_g1,1
241131,DN3807_c0_g1,1
241132,DN3807_c0_g1,2
241133,DN3841_c0_g1,1
241134,DN3898_c0_g1,1
241135,DN3885_c0_g1,1
241136,DN3824_c0_g1,1
241137,DN3831_c0_g1,1
241138,DN3831_c0_g1,2
241139,DN3817_c0_g1,1
241140,DN3894_c0_g1,1
241141,DN3894_c0_g2,1
241142,DN3872_c0_g1,1
241143,DN3827_c0_g1,1
241144,DN3860_c0_g1,1
241145,DN3852_c0_g1,1
241146,DN3852_c0_g1,2
241147,DN3805_c0_g1,1
241148,DN3836_c0_g1,1
241149,DN3880_c0_g1,1
241150,DN3838_c0_g1,1
241151,DN3844_c0_g1,1
241152,DN3883_c0_g1,1
241153,DN3883_c0_g2,1
241154,DN3873_c0_g1,1
241155,DN3879_c0_g1,1
241156,DN3875_c0_g1,1
241157,DN3842_c0_g1,1
241158,DN3842_c0_g2,1
241159,DN3868_c0_g1,1
241160,DN3811_c0_g1,1
241161,DN11681_c0_g1,1
241162,DN11603_c0_g1,1
241163,DN11606_c0_g1,1
241164,DN11667_c0_g1,1
241165,DN11633_c0_g1,1
241166,DN11636_c0_g1,1
241167,DN11621_c0_g1,1
241168,DN11654_c0_g1,1
241169,DN11660_c0_g1,1
241170,DN11693_c0_g1,1
241171,DN11649_c0_g1,1
241172,DN11658_c0_g1,1
241173,DN11691_c0_g1,1
241174,DN11672_c0_g1,1
241175,REASSIGN.1125,1
241176,DN11669_c0_g1,1
241177,DN11677_c0_g1,1
241178,DN11602_c0_g1,1
241179,DN11688_c0_g1,1
241180,DN11600_c0_g1,1
241181,DN11627_c0_g1,1
241182,DN11610_c0_g1,1
241183,DN11680_c0_g1,1
241184,DN11684_c0_g1,1
241185,DN11673_c0_g1,1
241186,DN11613_c0_g1,1
241187,DN11635_c0_g1,1
241188,DN11664_c0_g1,1
241189,DN11657_c0_g1,1
241190,DN11671_c0_g1,1
241191,DN11683_c0_g1,1
241192,DN11675_c0_g1,1
241193,DN11651_c0_g1,1
241194,DN11689_c0_g1,1
241195,DN11632_c0_g1,1
241196,DN11622_c0_g1,1
241197,DN11609_c0_g1,1
241198,DN11697_c0_g1,1
241199,DN11629_c0_g1,1
241200,DN11686_c0_g1,1
241201,DN11678_c0_g1,1
241202,DN11619_c0_g1,1
241203,DN11666_c0_g1,1
241204,DN11659_c0_g1,1
241205,DN11682_c0_g1,1
241206,DN11644_c0_g1,1
241207,DN11656_c0_g1,1
241208,DN11625_c0_g1,1
241209,DN11616_c0_g1,1
241210,DN11623_c0_g1,1
241211,DN11663_c0_g1,1
241212,DN11648_c0_g1,1
241213,DN11637_c0_g1,1
241214,DN11604_c0_g1,1
241215,DN11699_c0_g1,1
241216,DN11641_c0_g1,1
241217,DN11638_c0_g1,1
241218,DN11670_c0_g1,1
241219,DN11626_c0_g1,1
241220,DN11618_c0_g1,1
241221,DN11608_c0_g1,1
241222,DN11631_c0_g1,1
241223,DN11630_c0_g1,1
241224,DN11612_c0_g1,1
241225,DN11643_c0_g1,1
241226,DN11601_c0_g1,1
241227,DN11605_c0_g1,1
241228,DN11661_c0_g1,1
241229,DN11696_c0_g1,1
241230,DN11685_c0_g1,1
241231,DN11607_c0_g1,1
241232,DN11665_c0_g1,1
241233,DN11698_c0_g1,1
241234,DN11692_c0_g1,1
241235,DN11650_c0_g1,1
241236,DN11690_c0_g1,1
241237,DN11653_c0_g1,1
241238,DN11645_c0_g1,1
241239,DN11668_c0_g1,1
241240,DN11611_c0_g1,1
241241,DN11687_c0_g1,1
241242,DN11615_c0_g1,1
241243,DN11624_c0_g1,1
241244,DN11655_c0_g1,1
241245,DN11640_c0_g1,1
241246,DN11694_c0_g1,1
241247,DN11652_c0_g1,1
241248,DN11614_c0_g1,1
241249,DN11662_c0_g1,1
241250,DN11674_c0_g1,1
241251,DN11617_c0_g1,1
241252,DN11647_c0_g1,1
241253,DN11639_c0_g1,1
241254,DN11676_c0_g1,1
241255,DN11634_c0_g1,1
241256,DN11620_c0_g1,1
241257,DN11679_c0_g1,1
241258,DN11642_c0_g1,1
241259,DN11646_c0_g1,1
241260,DN11695_c0_g1,1
241261,DN2975_c0_g1,1
241262,DN2915_c0_g1,1
241263,DN2943_c0_g1,1
241264,DN2984_c0_g1,1
241265,DN2984_c0_g1,2
241266,DN2977_c0_g1,1
241267,DN2946_c0_g1,1
241268,DN2978_c0_g1,1
241269,DN2901_c0_g1,1
241270,DN2901_c0_g1,2
241271,DN2983_c0_g1,1
241272,DN2930_c0_g1,1
241273,DN2924_c0_g1,1
241274,DN2927_c0_g1,1
241275,DN2955_c0_g1,1
241276,DN2962_c0_g1,1
241277,DN2981_c0_g1,1
241278,DN2971_c0_g1,1
241279,DN2935_c0_g1,1
241280,DN2912_c0_g1,1
241281,DN2912_c0_g1,2
241282,DN2959_c0_g1,1
241283,DN2959_c0_g2,1
241284,DN2980_c0_g1,1
241285,DN2956_c0_g1,1
241286,DN2919_c0_g1,1
241287,DN2932_c0_g1,1
241288,DN2953_c0_g1,1
241289,DN2992_c0_g1,1
241290,DN2920_c0_g1,1
241291,DN2928_c0_g1,1
241292,DN2945_c0_g1,1
241293,DN2954_c0_g1,1
241294,DN2954_c0_g2,1
241295,DN2990_c0_g1,1
241296,DN2940_c0_g1,1
241297,DN2929_c0_g1,1
241298,DN2958_c0_g1,1
241299,DN2965_c0_g1,1
241300,DN2976_c0_g1,1
241301,DN2939_c0_g1,1
241302,DN2950_c0_g1,1
241303,DN2918_c0_g1,1
241304,DN2951_c0_g1,1
241305,DN2907_c0_g1,1
